Technique,Model,task_type,random_seed,parc
GradCAM-last,graphnet,ester-benzene,43,0.6399999999999998
GradCAM-last,graphnet,ester-benzene,44,0.35999999999999993
GradCAM-last,graphnet,ester-benzene,45,0.3399999999999999
GradCAM-last,graphnet,ester-benzene,46,0.5066666666666665
GradCAM-last,graphnet,ester-benzene,47,0.8066666666666665
GradCAM-last,graphnet,ester-benzene,48,0.3266666666666666
GradCAM-last,graphnet,ester-benzene,49,0.6266666666666666
GradCAM-last,graphnet,ester-benzene,50,0.27333333333333326
GradCAM-last,graphnet,ester-benzene,51,0.6933333333333331
GradCAM-last,graphnet,ester-phenyl,42,-0.01333333333333333
GradCAM-last,graphnet,ester-phenyl,43,-0.01333333333333333
GradCAM-last,graphnet,ester-phenyl,44,0.05333333333333332
GradCAM-last,graphnet,ester-phenyl,45,-0.03999999999999999
GradCAM-last,graphnet,ester-phenyl,46,0.03999999999999999
GradCAM-last,graphnet,ester-phenyl,47,-0.33333333333333326
GradCAM-last,graphnet,ester-phenyl,48,-0.033333333333333326
GradCAM-last,graphnet,ester-phenyl,49,-0.09999999999999998
GradCAM-last,graphnet,ester-phenyl,50,-0.01333333333333333
GradCAM-last,graphnet,ester-phenyl,51,-0.16666666666666663
GradCAM-last,graphnet,morpholine-benzene,42,-0.10666666666666665
GradCAM-last,graphnet,morpholine-benzene,43,0.3066666666666666
GradCAM-last,graphnet,morpholine-benzene,44,0.21428571428571427
GradCAM-last,graphnet,morpholine-benzene,45,0.01333333333333333
GradCAM-last,graphnet,morpholine-benzene,46,-0.14492753623188404
GradCAM-last,graphnet,morpholine-benzene,47,-0.13999999999999996
GradCAM-last,graphnet,morpholine-benzene,48,0.21999999999999997
GradCAM-last,graphnet,morpholine-benzene,49,0.4466666666666666
GradCAM-last,graphnet,morpholine-benzene,50,0.2761904761904762
GradCAM-last,graphnet,morpholine-benzene,51,0.11333333333333331
GradCAM-last,graphnet,piperdine-benzene,42,0.05999999999999999
GradCAM-last,graphnet,piperdine-benzene,43,-0.33333333333333326
GradCAM-last,graphnet,piperdine-benzene,44,-0.11594202898550725
GradCAM-last,graphnet,piperdine-benzene,45,-0.13235294117647056
GradCAM-last,graphnet,piperdine-benzene,46,-0.11999999999999998
GradCAM-last,graphnet,piperdine-benzene,47,-0.02666666666666666
GradCAM-last,graphnet,piperdine-benzene,48,0.15999999999999995
GradCAM-last,graphnet,piperdine-benzene,49,-0.09090909090909091
GradCAM-last,graphnet,piperdine-benzene,50,0.033333333333333326
GradCAM-last,graphnet,piperdine-benzene,51,0.18666666666666662
GradCAM-last,graphnet,unbrch_alkane-benzene,42,-0.08666666666666664
GradCAM-last,graphnet,unbrch_alkane-benzene,43,0.046666666666666655
GradCAM-last,graphnet,unbrch_alkane-benzene,44,0.29999999999999993
GradCAM-last,graphnet,unbrch_alkane-benzene,45,0.09999999999999998
GradCAM-last,graphnet,unbrch_alkane-benzene,46,0.0
GradCAM-last,graphnet,unbrch_alkane-benzene,47,0.05999999999999999
GradCAM-last,graphnet,unbrch_alkane-benzene,48,-0.27333333333333326
GradCAM-last,graphnet,unbrch_alkane-benzene,49,0.019999999999999993
GradCAM-last,graphnet,unbrch_alkane-benzene,50,-0.08666666666666664
GradCAM-last,graphnet,unbrch_alkane-benzene,51,0.06666666666666665
GradCAM-last,mpnn,ester-benzene,42,0.06666666666666665
GradCAM-last,mpnn,ester-benzene,43,-0.1933333333333333
GradCAM-last,mpnn,ester-benzene,44,0.019999999999999993
GradCAM-last,mpnn,ester-benzene,45,-0.02666666666666666
GradCAM-last,mpnn,ester-benzene,46,-0.2866666666666666
GradCAM-last,mpnn,ester-benzene,47,-0.01333333333333333
GradCAM-last,mpnn,ester-benzene,48,0.021739130434782608
GradCAM-last,mpnn,ester-benzene,49,0.03999999999999999
GradCAM-last,mpnn,ester-benzene,50,-0.05999999999999999
GradCAM-last,mpnn,ester-benzene,51,0.08666666666666664
GradCAM-last,mpnn,ester-phenyl,42,0.03999999999999999
GradCAM-last,mpnn,ester-phenyl,43,-0.04093567251461988
GradCAM-last,mpnn,ester-phenyl,44,-0.11333333333333331
GradCAM-last,mpnn,ester-phenyl,45,0.3533333333333333
GradCAM-last,mpnn,ester-phenyl,46,-0.1333333333333333
GradCAM-last,mpnn,ester-phenyl,47,0.2826086956521739
GradCAM-last,mpnn,ester-phenyl,48,0.27333333333333326
GradCAM-last,mpnn,ester-phenyl,49,0.019999999999999993
GradCAM-last,mpnn,ester-phenyl,50,-0.1933333333333333
GradCAM-last,mpnn,ester-phenyl,51,-0.12666666666666662
GradCAM-last,mpnn,morpholine-benzene,42,0.08695652173913043
GradCAM-last,mpnn,morpholine-benzene,43,0.06666666666666665
GradCAM-last,mpnn,morpholine-benzene,44,0.18115942028985507
GradCAM-last,mpnn,morpholine-benzene,45,0.17333333333333328
GradCAM-last,mpnn,morpholine-benzene,46,0.046666666666666655
GradCAM-last,mpnn,morpholine-benzene,47,0.006666666666666665
GradCAM-last,mpnn,morpholine-benzene,48,0.17333333333333328
GradCAM-last,mpnn,morpholine-benzene,49,-0.2133333333333333
GradCAM-last,mpnn,morpholine-benzene,50,0.033333333333333326
GradCAM-last,mpnn,morpholine-benzene,51,0.11333333333333331
GradCAM-last,mpnn,piperdine-benzene,42,-0.27333333333333326
GradCAM-last,mpnn,piperdine-benzene,43,-0.4733333333333333
GradCAM-last,mpnn,piperdine-benzene,44,-0.18840579710144928
GradCAM-last,mpnn,piperdine-benzene,45,-0.23809523809523814
GradCAM-last,mpnn,piperdine-benzene,46,-0.25999999999999995
GradCAM-last,mpnn,piperdine-benzene,47,-0.12666666666666662
GradCAM-last,mpnn,piperdine-benzene,48,-0.22666666666666663
GradCAM-last,mpnn,piperdine-benzene,49,-0.3666666666666666
GradCAM-last,mpnn,piperdine-benzene,50,-0.2173913043478261
GradCAM-last,mpnn,piperdine-benzene,51,-0.43722943722943725
GradCAM-last,mpnn,unbrch_alkane-benzene,42,-0.046666666666666655
GradCAM-last,mpnn,unbrch_alkane-benzene,43,-0.20666666666666664
GradCAM-last,mpnn,unbrch_alkane-benzene,44,-0.17999999999999997
GradCAM-last,mpnn,unbrch_alkane-benzene,45,0.02666666666666666
GradCAM-last,mpnn,unbrch_alkane-benzene,46,0.03999999999999999
GradCAM-last,mpnn,unbrch_alkane-benzene,47,-0.29999999999999993
GradCAM-last,mpnn,unbrch_alkane-benzene,48,-0.17999999999999997
GradCAM-last,mpnn,unbrch_alkane-benzene,49,0.06666666666666665
GradCAM-last,mpnn,unbrch_alkane-benzene,50,-0.05999999999999999
GradCAM-last,mpnn,unbrch_alkane-benzene,51,-0.21999999999999997
GradInput,gcn,ester-benzene,42,-0.17333333333333328
GradInput,gcn,ester-benzene,43,0.05999999999999999
GradInput,gcn,ester-benzene,44,-0.05999999999999999
GradInput,gcn,ester-benzene,45,-0.3399999999999999
GradInput,gcn,ester-benzene,46,-0.3266666666666666
GradInput,gcn,ester-benzene,47,-0.033333333333333326
GradInput,gcn,ester-benzene,48,-0.13999999999999996
GradInput,gcn,ester-benzene,49,-0.20666666666666664
GradInput,gcn,ester-benzene,50,-0.2799999999999999
GradInput,gcn,ester-benzene,51,-0.11333333333333331
GradInput,gcn,ester-phenyl,42,-0.2666666666666666
GradInput,gcn,ester-phenyl,43,-0.5333333333333332
GradInput,gcn,ester-phenyl,44,-0.006666666666666665
GradInput,gcn,ester-phenyl,45,0.17333333333333328
GradInput,gcn,ester-phenyl,46,-0.4999999999999999
GradInput,gcn,ester-phenyl,47,0.046666666666666655
GradInput,gcn,ester-phenyl,48,-0.2933333333333333
GradInput,gcn,ester-phenyl,49,-0.12666666666666662
GradInput,gcn,ester-phenyl,50,-0.3066666666666666
GradInput,gcn,ester-phenyl,51,-0.19999999999999996
GradInput,gcn,morpholine-benzene,42,0.057971014492753624
GradInput,gcn,morpholine-benzene,43,-0.05333333333333332
GradInput,gcn,morpholine-benzene,44,0.24666666666666665
GradInput,gcn,morpholine-benzene,45,-0.09333333333333331
GradInput,gcn,morpholine-benzene,46,-0.12666666666666662
GradInput,gcn,morpholine-benzene,47,-0.25333333333333324
GradInput,gcn,morpholine-benzene,48,-0.11999999999999998
GradInput,gcn,morpholine-benzene,49,-0.23333333333333328
GradInput,gcn,morpholine-benzene,50,-0.1933333333333333
GradInput,gcn,morpholine-benzene,51,0.1333333333333333
GradInput,gcn,piperdine-benzene,42,-0.019999999999999993
GradInput,gcn,piperdine-benzene,43,-0.3399999999999999
GradInput,gcn,piperdine-benzene,44,-0.17999999999999997
GradInput,gcn,piperdine-benzene,45,-0.3754940711462451
GradInput,gcn,piperdine-benzene,46,-0.4710144927536232
GradInput,gcn,piperdine-benzene,47,-0.39333333333333326
GradInput,gcn,piperdine-benzene,48,-0.019999999999999993
GradInput,gcn,piperdine-benzene,49,-0.3199999999999999
GradInput,gcn,piperdine-benzene,50,-0.09999999999999998
GradInput,gcn,piperdine-benzene,51,-0.3666666666666666
GradInput,gcn,unbrch_alkane-benzene,42,-0.3866666666666666
GradInput,gcn,unbrch_alkane-benzene,43,0.09333333333333331
GradInput,gcn,unbrch_alkane-benzene,44,0.10666666666666665
GradInput,gcn,unbrch_alkane-benzene,45,-0.03999999999999999
GradInput,gcn,unbrch_alkane-benzene,46,-0.34666666666666657
GradInput,gcn,unbrch_alkane-benzene,47,0.07999999999999997
GradInput,gcn,unbrch_alkane-benzene,48,-0.3199999999999999
GradInput,gcn,unbrch_alkane-benzene,49,-0.34666666666666657
GradInput,gcn,unbrch_alkane-benzene,50,-0.09333333333333331
GradInput,gcn,unbrch_alkane-benzene,51,-0.34666666666666657
GradInput,graphnet,ester-benzene,42,0.16666666666666663
GradInput,graphnet,ester-benzene,43,-0.15999999999999995
GradInput,graphnet,ester-benzene,44,0.07333333333333332
GradInput,graphnet,ester-benzene,45,0.2933333333333333
GradInput,graphnet,ester-benzene,46,0.11333333333333331
GradInput,graphnet,ester-benzene,47,0.15999999999999995
GradInput,graphnet,ester-benzene,48,-0.2866666666666666
GradInput,graphnet,ester-benzene,49,-0.05333333333333332
GradInput,graphnet,ester-benzene,50,-0.3666666666666666
GradInput,graphnet,ester-benzene,51,0.07333333333333332
GradInput,graphnet,ester-phenyl,42,-0.1333333333333333
GradInput,graphnet,ester-phenyl,43,0.006666666666666665
GradInput,graphnet,ester-phenyl,44,-0.12666666666666662
GradInput,graphnet,ester-phenyl,45,0.22666666666666663
GradInput,graphnet,ester-phenyl,46,0.17333333333333328
GradInput,graphnet,ester-phenyl,47,0.05999999999999999
GradInput,graphnet,ester-phenyl,48,0.29999999999999993
GradInput,graphnet,ester-phenyl,49,-0.05333333333333332
GradInput,graphnet,ester-phenyl,50,0.03999999999999999
GradInput,graphnet,ester-phenyl,51,-0.06666666666666665
GradInput,graphnet,morpholine-benzene,42,0.07999999999999997
GradInput,graphnet,morpholine-benzene,43,-0.01333333333333333
GradInput,graphnet,morpholine-benzene,44,-0.21428571428571427
GradInput,graphnet,morpholine-benzene,45,0.019999999999999993
GradInput,graphnet,morpholine-benzene,46,0.06521739130434782
GradInput,graphnet,morpholine-benzene,47,0.22666666666666663
GradInput,graphnet,morpholine-benzene,48,-0.2933333333333333
GradInput,graphnet,morpholine-benzene,49,0.046666666666666655
GradInput,graphnet,morpholine-benzene,50,-0.3047619047619048
GradInput,graphnet,morpholine-benzene,51,-0.16666666666666663
GradInput,graphnet,piperdine-benzene,42,0.11999999999999998
GradInput,graphnet,piperdine-benzene,43,-0.10666666666666665
GradInput,graphnet,piperdine-benzene,44,0.37681159420289856
GradInput,graphnet,piperdine-benzene,45,0.044117647058823525
GradInput,graphnet,piperdine-benzene,46,0.21999999999999997
GradInput,graphnet,piperdine-benzene,47,0.05999999999999999
GradInput,graphnet,piperdine-benzene,48,0.23333333333333328
GradInput,graphnet,piperdine-benzene,49,0.16883116883116883
GradInput,graphnet,piperdine-benzene,50,-0.17999999999999997
GradInput,graphnet,piperdine-benzene,51,0.15999999999999995
GradInput,graphnet,unbrch_alkane-benzene,42,-0.25999999999999995
GradInput,graphnet,unbrch_alkane-benzene,43,-0.06666666666666665
GradInput,graphnet,unbrch_alkane-benzene,44,0.2799999999999999
GradInput,graphnet,unbrch_alkane-benzene,45,-0.16666666666666663
GradInput,graphnet,unbrch_alkane-benzene,46,0.07333333333333332
GradInput,graphnet,unbrch_alkane-benzene,47,-0.1333333333333333
GradInput,graphnet,unbrch_alkane-benzene,48,0.08666666666666664
GradInput,graphnet,unbrch_alkane-benzene,49,0.08666666666666664
GradInput,graphnet,unbrch_alkane-benzene,50,-0.11333333333333331
GradInput,graphnet,unbrch_alkane-benzene,51,-0.10666666666666665
GradInput,mpnn,ester-benzene,42,0.01333333333333333
GradInput,mpnn,ester-benzene,43,0.06666666666666665
GradInput,mpnn,ester-benzene,44,-0.019999999999999993
GradInput,mpnn,ester-benzene,45,0.09333333333333331
GradInput,mpnn,ester-benzene,46,0.08666666666666664
GradInput,mpnn,ester-benzene,47,-0.01333333333333333
GradInput,mpnn,ester-benzene,48,0.13043478260869565
GradInput,mpnn,ester-benzene,49,0.12666666666666662
GradInput,mpnn,ester-benzene,50,-0.21999999999999997
GradInput,mpnn,ester-benzene,51,0.20666666666666664
GradInput,mpnn,ester-phenyl,42,0.033333333333333326
GradInput,mpnn,ester-phenyl,43,-0.04093567251461988
GradInput,mpnn,ester-phenyl,44,0.05999999999999999
GradInput,mpnn,ester-phenyl,45,0.01333333333333333
GradInput,mpnn,ester-phenyl,46,-0.02666666666666666
GradInput,mpnn,ester-phenyl,47,-0.12318840579710144
GradInput,mpnn,ester-phenyl,48,0.13999999999999996
GradInput,mpnn,ester-phenyl,49,-0.006666666666666665
GradInput,mpnn,ester-phenyl,50,0.05333333333333332
GradInput,mpnn,ester-phenyl,51,-0.08666666666666664
GradInput,mpnn,morpholine-benzene,42,0.0
GradInput,mpnn,morpholine-benzene,43,0.09333333333333331
GradInput,mpnn,morpholine-benzene,44,-0.09420289855072464
GradInput,mpnn,morpholine-benzene,45,0.11999999999999998
GradInput,mpnn,morpholine-benzene,46,-0.13999999999999996
GradInput,mpnn,morpholine-benzene,47,0.12666666666666662
GradInput,mpnn,morpholine-benzene,48,-0.23999999999999996
GradInput,mpnn,morpholine-benzene,49,-0.03999999999999999
GradInput,mpnn,morpholine-benzene,50,-0.3666666666666666
GradInput,mpnn,morpholine-benzene,51,0.13999999999999996
GradInput,mpnn,piperdine-benzene,42,0.006666666666666665
GradInput,mpnn,piperdine-benzene,43,0.033333333333333326
GradInput,mpnn,piperdine-benzene,44,-0.08695652173913043
GradInput,mpnn,piperdine-benzene,45,0.20000000000000004
GradInput,mpnn,piperdine-benzene,46,-0.23999999999999996
GradInput,mpnn,piperdine-benzene,47,-0.01333333333333333
GradInput,mpnn,piperdine-benzene,48,-0.05333333333333332
GradInput,mpnn,piperdine-benzene,49,-0.27333333333333326
GradInput,mpnn,piperdine-benzene,50,-0.02766798418972332
GradInput,mpnn,piperdine-benzene,51,0.03896103896103896
GradInput,mpnn,unbrch_alkane-benzene,42,-0.02666666666666666
GradInput,mpnn,unbrch_alkane-benzene,43,0.03999999999999999
GradInput,mpnn,unbrch_alkane-benzene,44,-0.09999999999999998
GradInput,mpnn,unbrch_alkane-benzene,45,0.12666666666666662
GradInput,mpnn,unbrch_alkane-benzene,46,-0.39333333333333326
GradInput,mpnn,unbrch_alkane-benzene,47,-0.3066666666666666
GradInput,mpnn,unbrch_alkane-benzene,48,-0.09999999999999998
GradInput,mpnn,unbrch_alkane-benzene,49,-0.17999999999999997
GradInput,mpnn,unbrch_alkane-benzene,50,-0.13999999999999996
GradInput,mpnn,unbrch_alkane-benzene,51,-0.19999999999999996
IG,gcn,ester-benzene,42,0.39333333333333326
IG,gcn,ester-benzene,43,0.24666666666666665
IG,gcn,ester-benzene,44,0.2866666666666666
IG,gcn,ester-benzene,45,-0.08666666666666664
IG,gcn,ester-benzene,46,-0.1333333333333333
IG,gcn,ester-benzene,47,0.17999999999999997
IG,gcn,ester-benzene,48,0.3066666666666666
IG,gcn,ester-benzene,49,0.23333333333333328
IG,gcn,ester-benzene,50,-0.019999999999999993
IG,gcn,ester-benzene,51,0.20666666666666664
IG,gcn,ester-phenyl,42,-0.11999999999999998
IG,gcn,ester-phenyl,43,-0.006666666666666665
IG,gcn,ester-phenyl,44,0.3199999999999999
IG,gcn,ester-phenyl,45,0.40666666666666657
IG,gcn,ester-phenyl,46,-0.3133333333333333
IG,gcn,ester-phenyl,47,-0.12666666666666662
IG,gcn,ester-phenyl,48,0.09333333333333331
IG,gcn,ester-phenyl,49,0.17333333333333328
IG,gcn,ester-phenyl,50,0.5066666666666665
IG,gcn,ester-phenyl,51,-0.03999999999999999
IG,gcn,morpholine-benzene,42,0.35507246376811596
IG,gcn,morpholine-benzene,43,-0.15999999999999995
IG,gcn,morpholine-benzene,44,0.5333333333333332
IG,gcn,morpholine-benzene,45,0.3533333333333333
IG,gcn,morpholine-benzene,46,0.2133333333333333
IG,gcn,morpholine-benzene,47,0.41999999999999993
IG,gcn,morpholine-benzene,48,0.37333333333333324
IG,gcn,morpholine-benzene,49,0.033333333333333326
IG,gcn,morpholine-benzene,50,0.46666666666666656
IG,gcn,morpholine-benzene,51,0.08666666666666664
IG,gcn,piperdine-benzene,42,0.25999999999999995
IG,gcn,piperdine-benzene,43,0.12666666666666662
IG,gcn,piperdine-benzene,44,0.4466666666666666
IG,gcn,piperdine-benzene,45,0.2015810276679842
IG,gcn,piperdine-benzene,46,-0.03623188405797101
IG,gcn,piperdine-benzene,47,0.23333333333333328
IG,gcn,piperdine-benzene,48,0.3866666666666666
IG,gcn,piperdine-benzene,49,0.19999999999999996
IG,gcn,piperdine-benzene,50,0.5533333333333332
IG,gcn,piperdine-benzene,51,0.02666666666666666
IG,gcn,unbrch_alkane-benzene,42,0.34666666666666657
IG,gcn,unbrch_alkane-benzene,43,0.2133333333333333
IG,gcn,unbrch_alkane-benzene,44,0.2799999999999999
IG,gcn,unbrch_alkane-benzene,45,0.033333333333333326
IG,gcn,unbrch_alkane-benzene,46,0.3133333333333333
IG,gcn,unbrch_alkane-benzene,47,0.23999999999999996
IG,gcn,unbrch_alkane-benzene,48,-0.07999999999999997
IG,gcn,unbrch_alkane-benzene,49,-0.16666666666666663
IG,gcn,unbrch_alkane-benzene,50,0.1533333333333333
IG,gcn,unbrch_alkane-benzene,51,0.11999999999999998
IG,graphnet,ester-benzene,42,-0.21999999999999997
IG,graphnet,ester-benzene,43,0.05999999999999999
IG,graphnet,ester-benzene,44,0.23333333333333328
IG,graphnet,ester-benzene,45,0.18666666666666662
IG,graphnet,ester-benzene,46,-0.02666666666666666
IG,graphnet,ester-benzene,47,-0.19999999999999996
IG,graphnet,ester-benzene,48,-0.03999999999999999
IG,graphnet,ester-benzene,49,-0.02666666666666666
IG,graphnet,ester-benzene,50,-0.03999999999999999
IG,graphnet,ester-benzene,51,-0.03999999999999999
IG,graphnet,ester-phenyl,42,-0.1333333333333333
IG,graphnet,ester-phenyl,43,0.0
IG,graphnet,ester-phenyl,44,-0.11999999999999998
IG,graphnet,ester-phenyl,45,-0.08666666666666664
IG,graphnet,ester-phenyl,46,0.1533333333333333
IG,graphnet,ester-phenyl,47,-0.006666666666666665
IG,graphnet,ester-phenyl,48,-0.05999999999999999
IG,graphnet,ester-phenyl,49,-0.05999999999999999
IG,graphnet,ester-phenyl,50,-0.2133333333333333
IG,graphnet,ester-phenyl,51,-0.25333333333333324
IG,graphnet,morpholine-benzene,42,-0.13999999999999996
IG,graphnet,morpholine-benzene,43,0.37999999999999995
IG,graphnet,morpholine-benzene,44,-0.2857142857142857
IG,graphnet,morpholine-benzene,45,0.11999999999999998
IG,graphnet,morpholine-benzene,46,-0.2391304347826087
IG,graphnet,morpholine-benzene,47,0.019999999999999993
IG,graphnet,morpholine-benzene,48,-0.35999999999999993
IG,graphnet,morpholine-benzene,49,-0.05999999999999999
IG,graphnet,morpholine-benzene,50,-0.1619047619047619
IG,graphnet,morpholine-benzene,51,-0.05333333333333332
IG,graphnet,piperdine-benzene,42,0.11999999999999998
IG,graphnet,piperdine-benzene,43,0.33333333333333326
IG,graphnet,piperdine-benzene,44,0.5
IG,graphnet,piperdine-benzene,45,0.49999999999999994
IG,graphnet,piperdine-benzene,46,0.17999999999999997
IG,graphnet,piperdine-benzene,47,0.34666666666666657
IG,graphnet,piperdine-benzene,48,0.11999999999999998
IG,graphnet,piperdine-benzene,49,0.4458874458874459
IG,graphnet,piperdine-benzene,50,0.2133333333333333
IG,graphnet,piperdine-benzene,51,0.08666666666666664
IG,graphnet,unbrch_alkane-benzene,42,0.1333333333333333
IG,graphnet,unbrch_alkane-benzene,43,0.01333333333333333
IG,graphnet,unbrch_alkane-benzene,44,0.07333333333333332
IG,graphnet,unbrch_alkane-benzene,45,0.3999999999999999
IG,graphnet,unbrch_alkane-benzene,46,0.02666666666666666
IG,graphnet,unbrch_alkane-benzene,47,0.1333333333333333
